timestamp,ca,ciudad,pm10,pm10_level,o3,o3_level,no2,no2_level
2020-04-01,Andalucia,Sevilla,6.0,Good,36.0,Good,4.0,Good
2020-04-02,Andalucia,Sevilla,8.0,Good,30.0,Good,4.0,Good
2020-04-03,Andalucia,Sevilla,8.0,Good,34.0,Good,5.0,Good
2020-04-04,Andalucia,Sevilla,11.0,Good,33.0,Good,2.0,Good
2020-04-05,Andalucia,Sevilla,8.0,Good,37.0,Good,1.0,Good
2020-04-06,Andalucia,Sevilla,12.0,Good,27.0,Good,3.0,Good
2020-04-07,Andalucia,Sevilla,14.0,Good,34.0,Good,5.0,Good
2020-04-08,Andalucia,Sevilla,13.0,Good,38.0,Good,3.0,Good
2020-04-09,Andalucia,Sevilla,15.0,Good,,,,
2020-04-10,Andalucia,Sevilla,,,,,,
2020-04-11,Andalucia,Sevilla,,,,,,
2020-04-12,Andalucia,Sevilla,,,,,,
2020-04-13,Andalucia,Sevilla,,,,,,
2020-04-14,Andalucia,Sevilla,,,,,,
2020-04-15,Andalucia,Sevilla,,,,,,
2020-04-16,Andalucia,Sevilla,,,,,,
2020-04-17,Andalucia,Sevilla,,,,,,
2020-04-18,Andalucia,Sevilla,,,,,,
2020-04-19,Andalucia,Sevilla,,,,,,
2020-04-20,Andalucia,Sevilla,,,,,,
2020-04-21,Andalucia,Sevilla,,,,,,
2020-04-22,Andalucia,Sevilla,,,,,,
2020-04-23,Andalucia,Sevilla,,,,,,
2020-04-24,Andalucia,Sevilla,,,,,,
2020-04-25,Andalucia,Sevilla,,,,,,
2020-04-26,Andalucia,Sevilla,,,,,,
2020-04-27,Andalucia,Sevilla,,,,,,
2020-04-28,Andalucia,Sevilla,,,,,,
2020-04-29,Andalucia,Sevilla,,,,,,
2020-04-30,Andalucia,Sevilla,,,,,,
2020-03-01,Andalucia,Sevilla,28.0,Good,31.0,Good,4.0,Good
2020-03-02,Andalucia,Sevilla,18.0,Good,33.0,Good,2.0,Good
2020-03-03,Andalucia,Sevilla,,,31.0,Good,8.0,Good
2020-03-04,Andalucia,Sevilla,22.0,Good,25.0,Good,11.0,Good
2020-03-05,Andalucia,Sevilla,20.0,Good,31.0,Good,11.0,Good
2020-03-06,Andalucia,Sevilla,15.0,Good,32.0,Good,5.0,Good
2020-03-07,Andalucia,Sevilla,16.0,Good,33.0,Good,9.0,Good
2020-03-08,Andalucia,Sevilla,13.0,Good,34.0,Good,8.0,Good
2020-03-09,Andalucia,Sevilla,12.0,Good,30.0,Good,10.0,Good
2020-03-10,Andalucia,Sevilla,14.0,Good,32.0,Good,15.0,Good
2020-03-11,Andalucia,Sevilla,18.0,Good,29.0,Good,14.0,Good
2020-03-12,Andalucia,Sevilla,25.0,Good,35.0,Good,12.0,Good
2020-03-13,Andalucia,Sevilla,25.0,Good,36.0,Good,5.0,Good
2020-03-14,Andalucia,Sevilla,26.0,Good,32.0,Good,7.0,Good
2020-03-15,Andalucia,Sevilla,22.0,Good,37.0,Good,4.0,Good
2020-03-16,Andalucia,Sevilla,21.0,Good,33.0,Good,2.0,Good
2020-03-17,Andalucia,Sevilla,4.0,Good,33.0,Good,4.0,Good
2020-03-18,Andalucia,Sevilla,9.0,Good,33.0,Good,4.0,Good
2020-03-19,Andalucia,Sevilla,46.0,Good,31.0,Good,4.0,Good
2020-03-20,Andalucia,Sevilla,49.0,Good,29.0,Good,5.0,Good
2020-03-21,Andalucia,Sevilla,43.0,Good,32.0,Good,4.0,Good
2020-03-22,Andalucia,Sevilla,8.0,Good,30.0,Good,3.0,Good
2020-03-23,Andalucia,Sevilla,7.0,Good,33.0,Good,3.0,Good
2020-03-24,Andalucia,Sevilla,7.0,Good,33.0,Good,6.0,Good
2020-03-25,Andalucia,Sevilla,12.0,Good,33.0,Good,4.0,Good
2020-03-26,Andalucia,Sevilla,13.0,Good,33.0,Good,3.0,Good
2020-03-27,Andalucia,Sevilla,15.0,Good,38.0,Good,3.0,Good
2020-03-28,Andalucia,Sevilla,16.0,Good,41.0,Good,2.0,Good
2020-03-29,Andalucia,Sevilla,14.0,Good,41.0,Good,2.0,Good
2020-03-30,Andalucia,Sevilla,16.0,Good,35.0,Good,6.0,Good
2020-03-31,Andalucia,Sevilla,17.0,Good,36.0,Good,2.0,Good
2020-02-01,Andalucia,Sevilla,26.0,Good,16.0,Good,12.0,Good
2020-02-02,Andalucia,Sevilla,22.0,Good,20.0,Good,7.0,Good
2020-02-03,Andalucia,Sevilla,10.0,Good,20.0,Good,10.0,Good
2020-02-04,Andalucia,Sevilla,17.0,Good,20.0,Good,11.0,Good
2020-02-05,Andalucia,Sevilla,21.0,Good,23.0,Good,8.0,Good
2020-02-06,Andalucia,Sevilla,17.0,Good,27.0,Good,8.0,Good
2020-02-07,Andalucia,Sevilla,15.0,Good,25.0,Good,10.0,Good
2020-02-08,Andalucia,Sevilla,24.0,Good,25.0,Good,6.0,Good
2020-02-09,Andalucia,Sevilla,29.0,Good,27.0,Good,6.0,Good
2020-02-10,Andalucia,Sevilla,21.0,Good,25.0,Good,12.0,Good
2020-02-11,Andalucia,Sevilla,15.0,Good,23.0,Good,13.0,Good
2020-02-12,Andalucia,Sevilla,20.0,Good,22.0,Good,8.0,Good
2020-02-13,Andalucia,Sevilla,15.0,Good,25.0,Good,9.0,Good
2020-02-14,Andalucia,Sevilla,12.0,Good,24.0,Good,13.0,Good
2020-02-15,Andalucia,Sevilla,14.0,Good,28.0,Good,13.0,Good
2020-02-16,Andalucia,Sevilla,19.0,Good,31.0,Good,11.0,Good
2020-02-17,Andalucia,Sevilla,23.0,Good,23.0,Good,11.0,Good
2020-02-18,Andalucia,Sevilla,17.0,Good,24.0,Good,9.0,Good
2020-02-19,Andalucia,Sevilla,8.0,Good,27.0,Good,10.0,Good
2020-02-20,Andalucia,Sevilla,14.0,Good,30.0,Good,8.0,Good
2020-02-21,Andalucia,Sevilla,10.0,Good,30.0,Good,10.0,Good
2020-02-22,Andalucia,Sevilla,20.0,Good,32.0,Good,8.0,Good
2020-02-23,Andalucia,Sevilla,19.0,Good,35.0,Good,7.0,Good
2020-02-24,Andalucia,Sevilla,15.0,Good,32.0,Good,11.0,Good
2020-02-25,Andalucia,Sevilla,21.0,Good,26.0,Good,12.0,Good
2020-02-26,Andalucia,Sevilla,26.0,Good,29.0,Good,12.0,Good
2020-02-27,Andalucia,Sevilla,16.0,Good,29.0,Good,12.0,Good
2020-02-28,Andalucia,Sevilla,29.0,Good,35.0,Good,7.0,Good
2020-02-29,Andalucia,Sevilla,44.0,Good,27.0,Good,4.0,Good
2020-01-01,Andalucia,Sevilla,,,20.0,Good,4.0,Good
2020-01-02,Andalucia,Sevilla,24.0,Good,16.0,Good,5.0,Good
2020-01-03,Andalucia,Sevilla,,,10.0,Good,5.0,Good
2020-01-04,Andalucia,Sevilla,,,17.0,Good,5.0,Good
2020-01-05,Andalucia,Sevilla,,,20.0,Good,3.0,Good
2020-01-06,Andalucia,Sevilla,,,18.0,Good,4.0,Good
2020-01-07,Andalucia,Sevilla,21.0,Good,16.0,Good,3.0,Good
2020-01-08,Andalucia,Sevilla,22.0,Good,17.0,Good,,
2020-01-09,Andalucia,Sevilla,26.0,Good,18.0,Good,19.0,Good
2020-01-10,Andalucia,Sevilla,35.0,Good,20.0,Good,13.0,Good
2020-01-11,Andalucia,Sevilla,23.0,Good,23.0,Good,14.0,Good
2020-01-12,Andalucia,Sevilla,14.0,Good,23.0,Good,13.0,Good
2020-01-13,Andalucia,Sevilla,22.0,Good,16.0,Good,17.0,Good
2020-01-14,Andalucia,Sevilla,23.0,Good,20.0,Good,17.0,Good
2020-01-15,Andalucia,Sevilla,27.0,Good,21.0,Good,17.0,Good
2020-01-16,Andalucia,Sevilla,32.0,Good,16.0,Good,13.0,Good
2020-01-17,Andalucia,Sevilla,28.0,Good,19.0,Good,14.0,Good
2020-01-18,Andalucia,Sevilla,26.0,Good,19.0,Good,9.0,Good
2020-01-19,Andalucia,Sevilla,22.0,Good,28.0,Good,3.0,Good
2020-01-20,Andalucia,Sevilla,6.0,Good,26.0,Good,6.0,Good
2020-01-21,Andalucia,Sevilla,7.0,Good,20.0,Good,11.0,Good
2020-01-22,Andalucia,Sevilla,9.0,Good,13.0,Good,16.0,Good
2020-01-23,Andalucia,Sevilla,12.0,Good,16.0,Good,17.0,Good
2020-01-24,Andalucia,Sevilla,9.0,Good,16.0,Good,18.0,Good
2020-01-25,Andalucia,Sevilla,9.0,Good,26.0,Good,13.0,Good
2020-01-26,Andalucia,Sevilla,11.0,Good,17.0,Good,14.0,Good
2020-01-27,Andalucia,Sevilla,17.0,Good,13.0,Good,16.0,Good
2020-01-28,Andalucia,Sevilla,20.0,Good,9.0,Good,24.0,Good
2020-01-29,Andalucia,Sevilla,24.0,Good,17.0,Good,12.0,Good
2020-01-30,Andalucia,Sevilla,19.0,Good,14.0,Good,14.0,Good
2020-01-31,Andalucia,Sevilla,21.0,Good,24.0,Good,12.0,Good
2019-12-01,Andalucia,Sevilla,16.0,Good,22.0,Good,8.0,Good
2019-12-02,Andalucia,Sevilla,12.0,Good,24.0,Good,6.0,Good
2019-12-03,Andalucia,Sevilla,10.0,Good,20.0,Good,11.0,Good
2019-12-04,Andalucia,Sevilla,12.0,Good,21.0,Good,13.0,Good
2019-12-05,Andalucia,Sevilla,18.0,Good,16.0,Good,15.0,Good
2019-12-06,Andalucia,Sevilla,30.0,Good,17.0,Good,13.0,Good
2019-12-07,Andalucia,Sevilla,10.0,Good,22.0,Good,10.0,Good
2019-12-08,Andalucia,Sevilla,19.0,Good,19.0,Good,13.0,Good
2019-12-09,Andalucia,Sevilla,26.0,Good,17.0,Good,13.0,Good
2019-12-10,Andalucia,Sevilla,27.0,Good,12.0,Good,13.0,Good
2019-12-11,Andalucia,Sevilla,18.0,Good,15.0,Good,15.0,Good
2019-12-12,Andalucia,Sevilla,26.0,Good,6.0,Good,17.0,Good
2019-12-13,Andalucia,Sevilla,12.0,Good,21.0,Good,11.0,Good
2019-12-14,Andalucia,Sevilla,10.0,Good,23.0,Good,9.0,Good
2019-12-15,Andalucia,Sevilla,8.0,Good,28.0,Good,8.0,Good
2019-12-16,Andalucia,Sevilla,11.0,Good,24.0,Good,11.0,Good
2019-12-17,Andalucia,Sevilla,15.0,Good,27.0,Good,10.0,Good
2019-12-18,Andalucia,Sevilla,7.0,Good,27.0,Good,4.0,Good
2019-12-19,Andalucia,Sevilla,16.0,Good,19.0,Good,5.0,Good
2019-12-20,Andalucia,Sevilla,14.0,Good,25.0,Good,5.0,Good
2019-12-21,Andalucia,Sevilla,17.0,Good,27.0,Good,4.0,Good
2019-12-22,Andalucia,Sevilla,16.0,Good,22.0,Good,4.0,Good
2019-12-23,Andalucia,Sevilla,18.0,Good,23.0,Good,5.0,Good
2019-12-24,Andalucia,Sevilla,15.0,Good,20.0,Good,3.0,Good
2019-12-25,Andalucia,Sevilla,13.0,Good,20.0,Good,5.0,Good
2019-12-26,Andalucia,Sevilla,19.0,Good,18.0,Good,4.0,Good
2019-12-27,Andalucia,Sevilla,14.0,Good,13.0,Good,4.0,Good
2019-12-28,Andalucia,Sevilla,12.0,Good,15.0,Good,4.0,Good
2019-12-29,Andalucia,Sevilla,16.0,Good,17.0,Good,3.0,Good
2019-12-30,Andalucia,Sevilla,15.0,Good,22.0,Good,3.0,Good
2019-12-31,Andalucia,Sevilla,,,,,,
2019-11-01,Andalucia,Sevilla,24.0,Good,16.0,Good,9.0,Good
2019-11-02,Andalucia,Sevilla,16.0,Good,17.0,Good,4.0,Good
2019-11-03,Andalucia,Sevilla,29.0,Good,22.0,Good,4.0,Good
2019-11-04,Andalucia,Sevilla,11.0,Good,28.0,Good,3.0,Good
2019-11-05,Andalucia,Sevilla,11.0,Good,29.0,Good,5.0,Good
2019-11-06,Andalucia,Sevilla,10.0,Good,28.0,Good,4.0,Good
2019-11-07,Andalucia,Sevilla,13.0,Good,24.0,Good,8.0,Good
2019-11-08,Andalucia,Sevilla,14.0,Good,27.0,Good,8.0,Good
2019-11-09,Andalucia,Sevilla,10.0,Good,27.0,Good,7.0,Good
2019-11-10,Andalucia,Sevilla,14.0,Good,26.0,Good,10.0,Good
2019-11-11,Andalucia,Sevilla,13.0,Good,29.0,Good,3.0,Good
2019-11-12,Andalucia,Sevilla,13.0,Good,22.0,Good,10.0,Good
2019-11-13,Andalucia,Sevilla,19.0,Good,19.0,Good,10.0,Good
2019-11-14,Andalucia,Sevilla,15.0,Good,23.0,Good,7.0,Good
2019-11-15,Andalucia,Sevilla,9.0,Good,26.0,Good,5.0,Good
2019-11-16,Andalucia,Sevilla,12.0,Good,25.0,Good,8.0,Good
2019-11-17,Andalucia,Sevilla,15.0,Good,24.0,Good,9.0,Good
2019-11-18,Andalucia,Sevilla,27.0,Good,15.0,Good,13.0,Good
2019-11-19,Andalucia,Sevilla,11.0,Good,26.0,Good,10.0,Good
2019-11-20,Andalucia,Sevilla,20.0,Good,16.0,Good,16.0,Good
2019-11-21,Andalucia,Sevilla,28.0,Good,4.0,Good,13.0,Good
2019-11-22,Andalucia,Sevilla,26.0,Good,9.0,Good,16.0,Good
2019-11-23,Andalucia,Sevilla,14.0,Good,22.0,Good,9.0,Good
2019-11-24,Andalucia,Sevilla,12.0,Good,29.0,Good,5.0,Good
2019-11-25,Andalucia,Sevilla,18.0,Good,26.0,Good,10.0,Good
2019-11-26,Andalucia,Sevilla,22.0,Good,16.0,Good,11.0,Good
2019-11-27,Andalucia,Sevilla,15.0,Good,14.0,Good,10.0,Good
2019-11-28,Andalucia,Sevilla,12.0,Good,21.0,Good,11.0,Good
2019-11-29,Andalucia,Sevilla,26.0,Good,14.0,Good,15.0,Good
2019-11-30,Andalucia,Sevilla,22.0,Good,18.0,Good,13.0,Good
2019-10-01,Andalucia,Sevilla,43.0,Good,10.0,Good,10.0,Good
2019-10-02,Andalucia,Sevilla,,,3.0,Good,10.0,Good
2019-10-03,Andalucia,Sevilla,,,35.0,Good,13.0,Good
2019-10-04,Andalucia,Sevilla,18.0,Good,34.0,Good,15.0,Good
2019-10-05,Andalucia,Sevilla,30.0,Good,34.0,Good,10.0,Good
2019-10-06,Andalucia,Sevilla,27.0,Good,42.0,Good,9.0,Good
2019-10-07,Andalucia,Sevilla,27.0,Good,42.0,Good,9.0,Good
2019-10-08,Andalucia,Sevilla,34.0,Good,36.0,Good,16.0,Good
2019-10-09,Andalucia,Sevilla,44.0,Good,48.0,Good,14.0,Good
2019-10-10,Andalucia,Sevilla,41.0,Good,47.0,Good,18.0,Good
2019-10-11,Andalucia,Sevilla,36.0,Good,42.0,Good,13.0,Good
2019-10-12,Andalucia,Sevilla,27.0,Good,26.0,Good,15.0,Good
2019-10-13,Andalucia,Sevilla,36.0,Good,39.0,Good,8.0,Good
2019-10-14,Andalucia,Sevilla,31.0,Good,37.0,Good,6.0,Good
2019-10-15,Andalucia,Sevilla,15.0,Good,30.0,Good,5.0,Good
2019-10-16,Andalucia,Sevilla,9.0,Good,28.0,Good,12.0,Good
2019-10-17,Andalucia,Sevilla,18.0,Good,32.0,Good,12.0,Good
2019-10-18,Andalucia,Sevilla,26.0,Good,31.0,Good,14.0,Good
2019-10-19,Andalucia,Sevilla,37.0,Good,21.0,Good,10.0,Good
2019-10-20,Andalucia,Sevilla,18.0,Good,24.0,Good,6.0,Good
2019-10-21,Andalucia,Sevilla,6.0,Good,31.0,Good,4.0,Good
2019-10-22,Andalucia,Sevilla,11.0,Good,28.0,Good,12.0,Good
2019-10-23,Andalucia,Sevilla,16.0,Good,28.0,Good,12.0,Good
2019-10-24,Andalucia,Sevilla,14.0,Good,25.0,Good,12.0,Good
2019-10-25,Andalucia,Sevilla,15.0,Good,30.0,Good,12.0,Good
2019-10-26,Andalucia,Sevilla,20.0,Good,28.0,Good,14.0,Good
2019-10-27,Andalucia,Sevilla,37.0,Good,30.0,Good,16.0,Good
2019-10-28,Andalucia,Sevilla,29.0,Good,38.0,Good,11.0,Good
2019-10-29,Andalucia,Sevilla,32.0,Good,30.0,Good,13.0,Good
2019-10-30,Andalucia,Sevilla,27.0,Good,26.0,Good,10.0,Good
2019-10-31,Andalucia,Sevilla,24.0,Good,20.0,Good,13.0,Good
2019-09-01,Andalucia,Sevilla,26.0,Good,42.0,Good,5.0,Good
2019-09-02,Andalucia,Sevilla,26.0,Good,45.0,Good,9.0,Good
2019-09-03,Andalucia,Sevilla,35.0,Good,48.0,Good,10.0,Good
2019-09-04,Andalucia,Sevilla,31.0,Good,43.0,Good,6.0,Good
2019-09-05,Andalucia,Sevilla,32.0,Good,41.0,Good,7.0,Good
2019-09-06,Andalucia,Sevilla,32.0,Good,51.0,Moderate,7.0,Good
2019-09-07,Andalucia,Sevilla,29.0,Good,44.0,Good,5.0,Good
2019-09-08,Andalucia,Sevilla,26.0,Good,42.0,Good,3.0,Good
2019-09-09,Andalucia,Sevilla,25.0,Good,41.0,Good,7.0,Good
2019-09-10,Andalucia,Sevilla,28.0,Good,33.0,Good,3.0,Good
2019-09-11,Andalucia,Sevilla,14.0,Good,35.0,Good,6.0,Good
2019-09-12,Andalucia,Sevilla,16.0,Good,38.0,Good,5.0,Good
2019-09-13,Andalucia,Sevilla,24.0,Good,,,7.0,Good
2019-09-14,Andalucia,Sevilla,27.0,Good,,,6.0,Good
2019-09-15,Andalucia,Sevilla,,,,,,
2019-09-16,Andalucia,Sevilla,,,,,,
2019-09-17,Andalucia,Sevilla,,,39.0,Good,7.0,Good
2019-09-18,Andalucia,Sevilla,33.0,Good,37.0,Good,4.0,Good
2019-09-19,Andalucia,Sevilla,24.0,Good,37.0,Good,7.0,Good
2019-09-20,Andalucia,Sevilla,27.0,Good,33.0,Good,8.0,Good
2019-09-21,Andalucia,Sevilla,38.0,Good,26.0,Good,3.0,Good
2019-09-22,Andalucia,Sevilla,25.0,Good,30.0,Good,2.0,Good
2019-09-23,Andalucia,Sevilla,15.0,Good,38.0,Good,8.0,Good
2019-09-24,Andalucia,Sevilla,15.0,Good,44.0,Good,10.0,Good
2019-09-25,Andalucia,Sevilla,26.0,Good,15.0,Good,3.0,Good
2019-09-26,Andalucia,Sevilla,23.0,Good,,,,
2019-09-27,Andalucia,Sevilla,,,40.0,Good,14.0,Good
2019-09-28,Andalucia,Sevilla,37.0,Good,52.0,Moderate,12.0,Good
2019-09-29,Andalucia,Sevilla,45.0,Good,43.0,Good,13.0,Good
2019-09-30,Andalucia,Sevilla,35.0,Good,35.0,Good,20.0,Good
2019-08-01,Andalucia,Sevilla,28.0,Good,47.0,Good,6.0,Good
2019-08-02,Andalucia,Sevilla,31.0,Good,44.0,Good,13.0,Good
2019-08-03,Andalucia,Sevilla,33.0,Good,40.0,Good,5.0,Good
2019-08-04,Andalucia,Sevilla,23.0,Good,39.0,Good,3.0,Good
2019-08-05,Andalucia,Sevilla,20.0,Good,42.0,Good,9.0,Good
2019-08-06,Andalucia,Sevilla,22.0,Good,41.0,Good,7.0,Good
2019-08-07,Andalucia,Sevilla,21.0,Good,32.0,Good,8.0,Good
2019-08-08,Andalucia,Sevilla,22.0,Good,39.0,Good,8.0,Good
2019-08-09,Andalucia,Sevilla,21.0,Good,22.0,Good,5.0,Good
2019-08-10,Andalucia,Sevilla,24.0,Good,39.0,Good,4.0,Good
2019-08-11,Andalucia,Sevilla,19.0,Good,37.0,Good,2.0,Good
2019-08-12,Andalucia,Sevilla,15.0,Good,41.0,Good,5.0,Good
2019-08-13,Andalucia,Sevilla,20.0,Good,56.0,Moderate,10.0,Good
2019-08-14,Andalucia,Sevilla,30.0,Good,53.0,Moderate,8.0,Good
2019-08-15,Andalucia,Sevilla,30.0,Good,55.0,Moderate,4.0,Good
2019-08-16,Andalucia,Sevilla,29.0,Good,42.0,Good,7.0,Good
2019-08-17,Andalucia,Sevilla,23.0,Good,47.0,Good,6.0,Good
2019-08-18,Andalucia,Sevilla,21.0,Good,34.0,Good,4.0,Good
2019-08-19,Andalucia,Sevilla,18.0,Good,32.0,Good,7.0,Good
2019-08-20,Andalucia,Sevilla,22.0,Good,47.0,Good,10.0,Good
2019-08-21,Andalucia,Sevilla,24.0,Good,46.0,Good,8.0,Good
2019-08-22,Andalucia,Sevilla,28.0,Good,37.0,Good,6.0,Good
2019-08-23,Andalucia,Sevilla,31.0,Good,43.0,Good,6.0,Good
2019-08-24,Andalucia,Sevilla,26.0,Good,51.0,Moderate,3.0,Good
2019-08-25,Andalucia,Sevilla,26.0,Good,46.0,Good,3.0,Good
2019-08-26,Andalucia,Sevilla,18.0,Good,37.0,Good,6.0,Good
2019-08-27,Andalucia,Sevilla,27.0,Good,39.0,Good,5.0,Good
2019-08-28,Andalucia,Sevilla,28.0,Good,56.0,Moderate,7.0,Good
2019-08-29,Andalucia,Sevilla,30.0,Good,50.0,Good,7.0,Good
2019-08-30,Andalucia,Sevilla,31.0,Good,45.0,Good,8.0,Good
2019-08-31,Andalucia,Sevilla,29.0,Good,48.0,Good,8.0,Good
2019-07-01,Andalucia,Sevilla,29.0,Good,37.0,Good,4.0,Good
2019-07-02,Andalucia,Sevilla,29.0,Good,38.0,Good,5.0,Good
2019-07-03,Andalucia,Sevilla,23.0,Good,36.0,Good,4.0,Good
2019-07-04,Andalucia,Sevilla,26.0,Good,34.0,Good,4.0,Good
2019-07-05,Andalucia,Sevilla,17.0,Good,36.0,Good,8.0,Good
2019-07-06,Andalucia,Sevilla,19.0,Good,35.0,Good,5.0,Good
2019-07-07,Andalucia,Sevilla,22.0,Good,41.0,Good,3.0,Good
2019-07-08,Andalucia,Sevilla,27.0,Good,33.0,Good,5.0,Good
2019-07-09,Andalucia,Sevilla,22.0,Good,40.0,Good,7.0,Good
2019-07-10,Andalucia,Sevilla,24.0,Good,52.0,Moderate,6.0,Good
2019-07-11,Andalucia,Sevilla,23.0,Good,53.0,Moderate,8.0,Good
2019-07-12,Andalucia,Sevilla,30.0,Good,41.0,Good,6.0,Good
2019-07-13,Andalucia,Sevilla,32.0,Good,33.0,Good,2.0,Good
2019-07-14,Andalucia,Sevilla,23.0,Good,32.0,Good,3.0,Good
2019-07-15,Andalucia,Sevilla,26.0,Good,32.0,Good,4.0,Good
2019-07-16,Andalucia,Sevilla,26.0,Good,33.0,Good,4.0,Good
2019-07-17,Andalucia,Sevilla,31.0,Good,37.0,Good,4.0,Good
2019-07-18,Andalucia,Sevilla,29.0,Good,54.0,Moderate,7.0,Good
2019-07-19,Andalucia,Sevilla,28.0,Good,48.0,Good,8.0,Good
2019-07-20,Andalucia,Sevilla,32.0,Good,50.0,Good,7.0,Good
2019-07-21,Andalucia,Sevilla,28.0,Good,41.0,Good,3.0,Good
2019-07-22,Andalucia,Sevilla,27.0,Good,50.0,Good,8.0,Good
2019-07-23,Andalucia,Sevilla,34.0,Good,47.0,Good,5.0,Good
2019-07-24,Andalucia,Sevilla,36.0,Good,44.0,Good,6.0,Good
2019-07-25,Andalucia,Sevilla,34.0,Good,43.0,Good,8.0,Good
2019-07-26,Andalucia,Sevilla,30.0,Good,34.0,Good,4.0,Good
2019-07-27,Andalucia,Sevilla,20.0,Good,25.0,Good,2.0,Good
2019-07-28,Andalucia,Sevilla,17.0,Good,37.0,Good,4.0,Good
2019-07-29,Andalucia,Sevilla,19.0,Good,39.0,Good,6.0,Good
2019-07-30,Andalucia,Sevilla,20.0,Good,41.0,Good,7.0,Good
2019-07-31,Andalucia,Sevilla,20.0,Good,48.0,Good,13.0,Good
2019-06-01,Andalucia,Sevilla,19.0,Good,44.0,Good,5.0,Good
2019-06-02,Andalucia,Sevilla,15.0,Good,47.0,Good,4.0,Good
2019-06-03,Andalucia,Sevilla,13.0,Good,51.0,Moderate,12.0,Good
2019-06-04,Andalucia,Sevilla,21.0,Good,34.0,Good,10.0,Good
2019-06-05,Andalucia,Sevilla,23.0,Good,34.0,Good,3.0,Good
2019-06-06,Andalucia,Sevilla,9.0,Good,39.0,Good,6.0,Good
2019-06-07,Andalucia,Sevilla,22.0,Good,42.0,Good,3.0,Good
2019-06-08,Andalucia,Sevilla,15.0,Good,48.0,Good,6.0,Good
2019-06-09,Andalucia,Sevilla,18.0,Good,40.0,Good,3.0,Good
2019-06-10,Andalucia,Sevilla,21.0,Good,39.0,Good,4.0,Good
2019-06-11,Andalucia,Sevilla,15.0,Good,38.0,Good,6.0,Good
2019-06-12,Andalucia,Sevilla,18.0,Good,49.0,Good,9.0,Good
2019-06-13,Andalucia,Sevilla,27.0,Good,44.0,Good,6.0,Good
2019-06-14,Andalucia,Sevilla,26.0,Good,38.0,Good,4.0,Good
2019-06-15,Andalucia,Sevilla,15.0,Good,44.0,Good,4.0,Good
2019-06-16,Andalucia,Sevilla,14.0,Good,46.0,Good,7.0,Good
2019-06-17,Andalucia,Sevilla,20.0,Good,51.0,Moderate,10.0,Good
2019-06-18,Andalucia,Sevilla,22.0,Good,29.0,Good,5.0,Good
2019-06-19,Andalucia,Sevilla,17.0,Good,31.0,Good,3.0,Good
2019-06-20,Andalucia,Sevilla,21.0,Good,33.0,Good,5.0,Good
2019-06-21,Andalucia,Sevilla,19.0,Good,40.0,Good,8.0,Good
2019-06-22,Andalucia,Sevilla,19.0,Good,47.0,Good,6.0,Good
2019-06-23,Andalucia,Sevilla,22.0,Good,40.0,Good,4.0,Good
2019-06-24,Andalucia,Sevilla,20.0,Good,20.0,Good,4.0,Good
2019-06-25,Andalucia,Sevilla,16.0,Good,28.0,Good,5.0,Good
2019-06-26,Andalucia,Sevilla,13.0,Good,19.0,Good,4.0,Good
2019-06-27,Andalucia,Sevilla,14.0,Good,33.0,Good,6.0,Good
2019-06-28,Andalucia,Sevilla,18.0,Good,44.0,Good,8.0,Good
2019-06-29,Andalucia,Sevilla,25.0,Good,55.0,Moderate,5.0,Good
2019-06-30,Andalucia,Sevilla,30.0,Good,35.0,Good,2.0,Good
2019-05-01,Andalucia,Sevilla,24.0,Good,46.0,Good,6.0,Good
2019-05-02,Andalucia,Sevilla,20.0,Good,45.0,Good,8.0,Good
2019-05-03,Andalucia,Sevilla,21.0,Good,44.0,Good,6.0,Good
2019-05-04,Andalucia,Sevilla,27.0,Good,42.0,Good,2.0,Good
2019-05-05,Andalucia,Sevilla,28.0,Good,42.0,Good,2.0,Good
2019-05-06,Andalucia,Sevilla,19.0,Good,40.0,Good,6.0,Good
2019-05-07,Andalucia,Sevilla,26.0,Good,39.0,Good,8.0,Good
2019-05-08,Andalucia,Sevilla,21.0,Good,29.0,Good,4.0,Good
2019-05-09,Andalucia,Sevilla,13.0,Good,23.0,Good,5.0,Good
2019-05-10,Andalucia,Sevilla,20.0,Good,29.0,Good,6.0,Good
2019-05-11,Andalucia,Sevilla,17.0,Good,36.0,Good,5.0,Good
2019-05-12,Andalucia,Sevilla,12.0,Good,40.0,Good,4.0,Good
2019-05-13,Andalucia,Sevilla,17.0,Good,49.0,Good,7.0,Good
2019-05-14,Andalucia,Sevilla,17.0,Good,51.0,Moderate,7.0,Good
2019-05-15,Andalucia,Sevilla,19.0,Good,52.0,Moderate,10.0,Good
2019-05-16,Andalucia,Sevilla,29.0,Good,38.0,Good,7.0,Good
2019-05-17,Andalucia,Sevilla,27.0,Good,36.0,Good,3.0,Good
2019-05-18,Andalucia,Sevilla,8.0,Good,37.0,Good,2.0,Good
2019-05-19,Andalucia,Sevilla,9.0,Good,35.0,Good,2.0,Good
2019-05-20,Andalucia,Sevilla,17.0,Good,36.0,Good,5.0,Good
2019-05-21,Andalucia,Sevilla,10.0,Good,36.0,Good,8.0,Good
2019-05-22,Andalucia,Sevilla,18.0,Good,45.0,Good,10.0,Good
2019-05-23,Andalucia,Sevilla,16.0,Good,52.0,Moderate,9.0,Good
2019-05-24,Andalucia,Sevilla,20.0,Good,42.0,Good,6.0,Good
